Date, Open, High, Low, Close, Volume
2022-03-14,260.2031,266.8998,252.0131,255.4564,71152328.14
2022-03-15,258.4231,268.5231,252.1897,267.2964,66841212.65
2022-03-16,269.6664,280.6664,267.4198,280.0763,84028908.56
2022-03-17,276.9964,291.6664,275.239,290.533,66583029.38
2022-03-18,291.4964,302.6164,289.1297,301.7964,100414298.6
2022-03-21,304.993,314.283,302.3631,307.053,81981736.42
2022-03-22,309.9996,332.6197,307.2496,331.3263,105868670.3
2022-03-23,326.6463,346.8996,325.4663,333.0364,120676262.7
2022-03-24,336.5763,341.4963,329.5997,337.973,68920964.82
2022-03-25,335.9996,340.5996,332.4398,336.8796,62031604.64
2022-03-28,355.033,365.9596,351.1996,363.9463,102506170.8
2022-03-29,369.3296,371.5896,357.703,366.523,73614886.71
2022-03-30,363.723,371.3163,361.333,364.663,59865062.38
2022-03-31,364.8563,367.713,358.88,359.1996,48992811.05
2022-04-01,396.5163,402.6662,374.3496,383.1963,100248374.5
2022-04-02,299.073,312.1664,293.723,307.773,73625530.72
2022-04-03,283.033,285.2164,275.0534,279.4297,67179931.0
2022-04-04,363.1263,383.3029,357.5096,381.8163,82177789.63
2022-04-05,301.3131,318.4997,295.0931,317.5397,81643789.07
2022-04-08,310.9996,313.6064,304.9997,308.633,72256389.29
2022-04-10,250.52,257.5,242.01,249.44,109578492.0
2022-04-11,222.6,223.8,203.08,207.47,98622211.0
2022-04-13,327.0247,342.0796,324.3653,340.7896,55121277.44
2022-04-14,333.0964,337.5696,327.3963,328.333,58422483.88
2022-04-18,329.6764,338.3063,324.4697,334.763,51715283.89
2022-04-19,335.0197,344.9796,331.7747,342.7163,49847868.94
2022-04-20,343.333,344.6663,325.083,325.733,70711390.68
2022-04-21,358.243,364.073,332.138,336.2596,105416452.8
2022-04-22,338.303,344.9496,331.333,335.0163,69696639.62
2022-04-25,326.323,336.2063,325.0997,332.673,68341412.21
2022-04-26,331.8097,333.333,291.6664,292.1397,136133802.9
2022-04-27,299.5264,305.9997,292.453,293.8364,76956467.19
2022-04-28,299.993,299.9997,273.8997,292.5031,124948666.2
2022-04-29,300.7497,311.4663,289.9997,290.2531,88133101.83
2022-05-01,382.2163,390.1129,360.3363,362.7063,80119877.48
2022-05-04,378.7663,384.2896,362.433,363.753,80075093.44
2022-05-05,313.0697,315.1997,285.8997,291.093,92519283.41
2022-05-07,222.9998,233.1464,216.1665,233.0665,84779179.34
2022-05-08,302.6697,304.6063,285.5444,288.1697,113173020.9
2022-05-10,245.01,246.6697,233.27,240.81,86982672.0
2022-05-12,189.44,191.27,180.55,182.45,93122672.0
2022-05-13,257.8264,262.4497,250.5214,256.5298,92150826.02
2022-05-16,255.7197,256.5864,239.6959,241.4564,86098613.71
2022-05-17,249.1197,254.8264,242.9497,253.8697,80236178.61
2022-05-18,248.1731,253.4997,233.6031,236.6031,87811885.5
2022-05-19,235.6664,244.6664,231.3698,236.4731,90296761.09
2022-05-20,237.9964,240.5271,210.9998,221.2998,144973465.1
2022-05-23,218.3398,226.6515,212.6865,224.9664,88903745.64
2022-05-24,217.8431,217.9731,206.8565,209.3864,89092622.83
2022-05-25,207.9498,223.1064,207.6698,219.5998,92139423.01
2022-05-26,220.4731,239.5564,217.8864,235.9098,106003457.5
2022-05-27,241.0831,253.2664,240.1768,253.2097,89295063.05
2022-05-31,257.9464,259.5997,244.7431,252.7531,101914489.2
2022-06-01,358.9996,362.6663,340.1663,354.8996,90336574.13
2022-06-04,357.823,359.6663,342.5663,348.5863,89348637.1
2022-06-05,295.6664,295.9997,281.0347,288.5497,72903204.97
2022-06-06,244.3531,244.8664,234.3498,238.2798,84204591.74
2022-06-07,230.7798,234.5631,227.1865,231.7331,71853695.87
2022-06-09,272.675,275.99,265.74,274.42,55859980.0
2022-06-10,239.44,244.58,235.35,238.13,69298438.0
2022-06-12,181.215,183.65,175.33,179.82,92150812.0
2022-06-13,223.1664,226.6331,214.6831,215.7364,102767369.1
2022-06-14,218.2864,226.3298,211.7364,220.8898,97988886.1
2022-06-15,220.9164,235.6631,218.1498,232.9998,119132068.1
2022-06-16,222.7364,225.1664,208.6931,213.0998,107390805.9
2022-06-17,213.4331,220.9692,213.1965,216.7598,92641866.53
2022-06-21,224.6031,243.5771,224.3331,237.0364,122793104.0
2022-06-22,234.5031,246.8331,233.8264,236.0864,101527371.8
2022-06-23,237.9048,239.3165,228.6364,235.0698,104202798.6
2022-06-24,237.4681,246.0664,236.0864,245.7064,95770797.79
2022-06-27,249.3664,252.0697,242.5653,244.9197,89178380.92
2022-06-28,244.4831,249.9697,232.3431,232.6631,90666598.47
2022-06-29,230.4998,231.1731,222.2731,228.4898,82897346.38
2022-06-30,224.5098,229.4564,218.8631,224.4731,94600538.57
2022-07-01,360.123,360.3096,336.6663,342.3196,84164847.7
2022-07-02,307.9296,315.923,300.9027,302.4464,60994533.56
2022-07-03,285.433,288.713,268.1897,268.1931,72494232.54
2022-07-04,350.7963,358.863,340.513,352.4196,79447138.78
2022-07-06,233.9998,239.9964,230.0931,238.8864,72808650.87
2022-07-07,233.9198,245.3614,232.2098,244.5431,81930775.37
2022-07-09,273.1,283.84,272.27,283.7,50028922.0
2022-07-10,233.935,234.5715,222.02,223.07,83916797.0
2022-07-11,208.65,208.9,196.66,197.08,93916523.0
2022-07-12,175.03,179.38,172.218,174.04,84213281.0
2022-07-13,225.4998,242.0597,225.0331,237.0398,97954602.07
2022-07-14,234.8964,238.6531,229.3331,238.3131,78557565.86
2022-07-15,239.9997,243.623,236.8898,240.0664,69683082.61
2022-07-18,244.9364,250.5164,239.6031,240.5464,82537526.0
2022-07-19,244.9997,247.1397,236.9764,245.5297,80890191.29
2022-07-20,246.7831,250.6631,243.4827,247.4997,88864175.6
2022-07-21,255.1064,273.2664,254.8664,271.7064,142032334.0
2022-07-22,276.2197,280.7864,270.7131,272.243,103472966.8
2022-07-25,272.2164,274.1464,267.3998,268.4331,64073586.76
2022-07-26,266.5131,267.3097,256.2631,258.8597,66820839.63
2022-07-27,263.8097,275.9253,261.7898,274.8197,88110085.81
2022-07-28,280.0664,283.2997,272.7997,280.8997,84723088.28
2022-07-29,280.6997,298.3197,279.0997,297.1497,95312970.32
2022-08-02,301.843,308.763,298.2664,307.333,50729062.86
